#Probeset  	10h_control	      10h	      14h	      18h	      24h
205221_at  	   4.755864	 5.516505	 5.271433	 5.418681	 5.978214
205241_at  	    7.25403	 7.107689	 7.120415	  7.22781	 7.045206
205292_s_at	  10.635031	10.479843	10.596719	10.583553	 9.802364
205301_s_at	   5.409563	 6.726551	 6.596292	  5.84068	 6.157649
205306_x_at	   5.659336	 5.480293	 6.071865	    5.625	  5.16524
205307_s_at	   3.896223	 4.143567	 4.347375	 4.171585	 4.537009
205321_at  	  10.631229	10.313012	10.464127	10.502849	 9.285352
205354_at  	   5.131091	 6.040529	 5.597904	 5.349449	 6.405065
205355_at  	   3.886503	 3.591398	 3.559329	 4.006158	 3.682293
205363_at  	   3.897506	 4.042315	 4.244026	 4.102333	    4.962
205369_x_at	   6.865707	 6.282086	 6.287923	 6.840937	 6.366188
205370_x_at	   8.146852	 8.753856	 9.007804	 8.552671	 8.192487
205371_s_at	   4.685787	 3.961866	 4.075343	 3.966446	 4.053376
205382_s_at	   6.321736	 6.253002	 5.652392	 6.301634	 7.243097
205386_s_at	   4.985731	 4.656938	 5.299127	 4.495009	 3.911806
205393_s_at	   6.495867	  5.21946	 5.564137	 5.309667	 5.179269
205394_at  	   7.837645	 6.104783	 6.596292	 6.093403	 5.269023
205395_s_at	    6.42048	 5.850477	 5.580633	 6.004701	 4.490053
205401_at  	   7.749557	 6.847332	 6.741719	 6.962777	 6.349407
205412_at  	    9.64054	 8.937767	 9.160303	 9.023864	 8.352654
205436_s_at	  10.170704	 9.963069	10.073415	10.245886	  9.58926
205443_at  	   6.702313	 5.746154	 6.251956	 5.983632	 5.466195
205450_at  	   7.153107	 7.116394	 6.941102	 7.212252	 6.989401
205467_at  	   5.811189	 5.834435	 6.012034	 5.997243	 6.738556
205480_s_at	   8.044141	  7.15788	 6.633117	 7.145251	 6.557084
205531_s_at	   6.014026	 6.016891	 6.097361	 6.217953	 5.511181
205545_x_at	   9.173524	 8.364248	 8.779306	 8.831359	 8.678615
205577_at  	   5.805493	 6.496425	 6.038752	 6.410129	 6.316035
205612_at  	   3.061838	 3.614756	 3.544697	 3.429833	 3.183561
205627_at  	   5.472177	 5.818648	 6.012034	 5.717371	 7.382855
205641_s_at	   7.241828	 7.465308	 7.448834	 7.392571	  9.13406
205647_at  	   5.452615	 5.306047	 4.984164	 5.160743	 4.691667
205649_s_at	   3.043659	 3.065334	 3.030422	 3.163733	 3.360071
205650_s_at	   6.224943	 6.206212	 5.814065	 6.073402	 6.826751
205657_at  	   6.401214	 6.847374	 6.815913	 6.893719	 6.990771
205658_s_at	   7.417628	 7.420598	 7.921303	 7.458723	 7.371884
205672_at  	   6.818845	   6.1195	  6.54816	 6.388107	 6.031873
205711_x_at	  10.847572	10.692578	10.626287	10.709642	10.385678
205719_s_at	   3.413216	 3.491391	 3.669281	  3.61363	 3.370041
205736_at  	   5.014093	 5.534039	 6.176001	 5.328666	 6.758579
205754_at  	   6.317555	 7.125203	 7.252921	 7.185548	 7.068487
205756_s_at	   5.866348	  5.09699	 5.403969	 5.535917	 4.676193
205760_s_at	   5.303468	 5.025341	 4.549451	 4.434404	 4.767737
205770_at  	    8.26071	 7.799667	 7.890418	 7.870364	 7.260641
205899_at  	   4.511875	 4.452445	 4.495732	 4.269893	 4.659969
205909_at  	   8.310098	 7.273273	 7.139156	 7.335325	 6.828843
205930_at  	   7.347934	 6.109545	 5.993483	 6.254774	  5.84963
205936_s_at	   6.500498	 6.749791	 6.866175	 6.526163	 7.675702
205943_at  	   4.429929	  4.62718	 4.421025	 4.731733	 4.240225
205966_at  	   6.564734	 4.317461	  4.92683	 4.344806	 4.138579
205996_s_at	   7.965288	 7.086481	 7.505412	 7.525247	 7.124667
206012_at  	   6.438841	 6.438841	 6.405608	  6.77753	 6.789478
206024_at  	   5.311784	 5.734511	 5.255204	 5.310494	 5.983543
206049_at  	   6.689154	 6.676135	  6.41341	 6.346663	 6.483092
206052_s_at	   9.361207	 7.455887	 7.946126	 8.294354	  7.05497
206054_at  	   4.788987	 5.107515	 4.974785	  5.27023	 6.472222
206055_s_at	   9.022367	 7.852716	  8.03544	 7.955042	 7.095769
206065_s_at	   4.893488	   5.2202	 5.736971	 5.014811	 5.113464
206068_s_at	   4.398566	 5.076109	 4.573725	 4.415337	 4.892217
206069_s_at	   4.615967	 4.583712	 4.654696	  4.63165	 4.964814
206108_s_at	   9.570556	  9.33582	  9.77859	 9.662961	 8.893864
206121_at  	   4.995817	  5.01606	 5.498325	 5.262951	 5.381028
206177_s_at	   5.136785	 5.195119	 5.176903	 5.189474	 5.762585
206226_at  	   6.099218	 6.018535	 5.869326	 5.866637	 6.162571
206235_at  	   6.374124	 6.059644	 6.482781	 6.455042	 6.345835
206246_at  	   6.575722	 6.996046	 6.807769	 7.015895	 7.410321
206254_at  	   3.932636	 4.190748	 3.995579	 4.407237	 4.935835
206259_at  	   5.685165	 6.746236	 6.563462	  6.41752	 6.904747
206390_x_at	   6.986324	 7.379403	 6.999011	 7.179703	  6.96889
206488_s_at	    5.24003	 5.136089	 5.193563	 5.208133	  5.99961
206493_at  	   6.316216	 7.254847	 7.087071	 7.067594	 7.267119
206494_s_at	   4.633194	 4.851965	 5.061173	 4.760574	 4.962053
206521_s_at	   5.311204	  5.29623	 5.063546	 5.601158	 5.320458
206535_at  	   3.794709	 3.778113	 4.411877	 3.965457	 3.874925
206536_s_at	   4.789091	  4.44969	 4.384456	 4.430895	 4.495076
206537_at  	   4.575609	 4.521813	 4.513051	  4.48975	 4.430067
206598_at  	   5.159072	 6.272712	 6.163476	 5.717088	 6.392364
206603_at  	   5.914464	  6.50952	 6.121187	 6.238978	 6.989317
206613_s_at	   6.313745	 5.124148	 4.961074	 4.990845	 5.123553
206621_s_at	   9.893305	 9.797083	 9.888183	 9.931706	 9.311647
206643_at  	   4.702003	 5.138468	 4.908531	 5.003443	 5.048431
206662_at  	  11.175459	10.791676	10.901162	10.885351	10.569222
206665_s_at	   6.614437	 6.686179	 6.523459	 6.747749	 6.091543
206709_x_at	   6.641133	 7.290542	 6.804578	  6.77294	 7.310596
206742_at  	   5.540701	 5.771577	 4.914318	 5.565851	 5.491697
206768_at  	   5.274871	 5.012249	 5.363126	 4.896686	 6.210479
206789_s_at	    6.62013	 6.453272	 6.462581	 6.585832	 6.682135
206795_at  	   4.179211	 4.073892	 4.295362	 4.080569	 4.148873
206844_at  	   5.982892	 6.252279	 6.171852	 6.226708	 6.465429
206883_x_at	   6.481349	 7.606607	 7.249754	 7.116394	 7.653278
206916_x_at	   4.604538	 5.336005	 5.196324	 5.160738	 4.712983
206923_at  	   4.741097	 4.414001	 4.372043	 4.448974	 4.495822
206952_at  	   3.342237	  3.40655	 3.353526	 3.374202	 3.364441
206967_at  	   7.286515	 6.494979	 6.802834	 6.211327	 7.118125
207000_s_at	   3.858478	 3.898113	 4.252328	 4.180345	 4.013475
207005_s_at	   5.611983	 7.587351	 7.138953	 7.485126	 7.364201
207042_at  	   5.733754	 5.918359	   5.9457	  6.22878	 6.084275
207076_s_at	   7.072836	 6.759944	 6.636365	 6.488091	 6.532834
207113_s_at	   6.232658	  6.01853	 6.480775	  6.09577	 7.361104
207143_at  	    6.44469	 6.209764	 6.054255	 6.298526	   7.0914
207158_at  	   4.734948	 5.302103	 4.993654	 4.891687	 5.306877
207163_s_at	   7.995097	 7.639842	 7.765718	  7.75645	 7.553655
207181_s_at	   6.523759	   5.3099	 6.208777	 5.729434	 4.580843
207200_at  	     4.9073	 5.128377	 4.605845	 4.603313	 5.375378
207221_at  	   5.056393	 5.239778	 5.073275	 4.920557	 5.311567
207249_s_at	   4.747699	 5.307544	 5.244213	 5.630124	 5.173248
207312_at  	   6.243399	 6.832383	 6.475154	 6.380188	 7.541056
207335_x_at	   8.322238	 8.119143	 8.152832	 8.278998	 7.390664
207347_at  	   5.604729	  5.42431	 5.823498	 5.335885	 5.901948
207348_s_at	   6.795866	 6.774841	 6.917801	 7.028385	 7.217295
207389_at  	   5.999475	  6.15686	 6.148991	 6.093033	 7.130283
207515_s_at	   8.168448	 7.929661	 8.170357	 8.135851	 7.628292
207537_at  	   5.878331	 5.575984	 5.582319	 5.978017	 7.162036
207540_s_at	   6.544286	 5.853181	 6.016933	 5.994597	 6.283072
207544_s_at	   4.451425	 4.866896	  4.72458	 4.901035	 5.262426
207560_at  	   6.600224	 6.970477	 6.358264	  6.37375	 7.827693
207573_x_at	  10.758158	10.776182	10.967993	10.830775	10.582203
207643_s_at	     7.3513	 7.167525	 7.257143	  7.39854	 8.095564
207686_s_at	   6.326775	 6.200608	 5.918131	  6.12213	 5.899614
207805_s_at	   9.031744	 8.375868	 8.565546	 8.868521	 8.049419
207810_at  	   3.624769	 3.508536	  3.54807	 3.573191	 4.108564
207820_at  	   4.825279	 4.822704	 5.111584	 4.956162	 6.016558
207851_s_at	    5.49705	 6.537015	 6.635764	 6.426451	 6.268386
207858_s_at	   5.521666	 5.679216	 5.436984	 5.464934	 6.328917
207931_s_at	    6.66869	  6.50126	 6.810975	 6.685719	 7.203235
207957_s_at	   3.837005	 3.913671	 4.373994	 4.425853	 4.473689
207992_s_at	   5.969341	 6.548871	 6.377255	 6.812564	 6.564692
207999_s_at	   6.304793	 6.822769	  6.24221	 6.432142	 7.350091
208021_s_at	   7.311631	 7.167498	 7.277554	 6.930274	 6.600558
208066_s_at	   7.985655	 6.577656	 7.009234	 7.261227	 6.747629
208264_s_at	   6.951256	 5.484674	  5.82091	 6.117152	 5.237878
208290_s_at	   8.622186	 8.018895	 8.555219	 8.364915	 7.191402
208308_s_at	  10.517076	10.621602	10.677032	10.633076	 10.07623
208361_s_at	   7.480782	 6.996976	  7.04598	 7.483581	 7.613283
208368_s_at	   3.956142	 3.998129	  3.86776	 3.885194	 3.618329
208369_s_at	   7.108915	  6.89856	 7.013949	 7.088748	 7.814421
208383_s_at	   3.391993	  3.66917	 3.875381	 3.606839	 3.949396
208393_s_at	   6.315771	 6.195545	 6.012899	 5.576944	 6.116869
208442_s_at	   5.331079	 5.163561	 4.932388	 5.573356	 5.080312
208478_s_at	   6.989349	 6.697286	 7.343625	 7.186162	 6.794185
208536_s_at	    4.46653	 4.687327	  4.60407	 5.055259	 6.031873
208545_x_at	   4.696188	 5.129874	 4.814315	 4.901035	 5.390201
208619_at  	   9.065063	 9.133022	 9.180945	 8.974563	 8.761157
208620_at  	   9.387767	  9.56912	 9.793283	 9.896371	 9.091434
208624_s_at	   7.482406	 7.570213	 7.547025	 7.529762	 7.109696
208625_s_at	   8.271628	 8.633351	 8.738531	 8.959454	 8.005644
208627_s_at	  11.644908	11.853409	 11.92486	11.876802	 11.69657
208628_s_at	  12.111029	11.949758	12.027657	12.072203	11.848449
208629_s_at	   9.548975	 9.051899	 8.781895	  8.56258	 8.775328
208630_at  	   7.561699	 6.885593	 7.162776	 7.231326	 7.359515
208631_s_at	   8.624606	 8.023393	 8.478407	 8.153955	 7.505505
208642_s_at	  10.453304	10.025621	10.298246	10.336919	 9.682881
208643_s_at	   9.872576	 8.816738	 8.918111	 9.352219	 8.397658
208660_at  	   9.790018	 9.660169	  9.79496	 9.819063	 9.404086
208688_x_at	   9.826025	 9.500332	 9.757275	 9.874133	 9.843485
208692_at  	  12.500821	12.372993	12.472818	12.472729	12.362904
208694_at  	   8.477142	  6.79003	 7.321142	 6.943885	 5.320879
208699_x_at	   8.978298	 8.937993	 8.879759	 9.394698	 8.905826
208700_s_at	   8.724008	 8.701884	 8.689402	 9.005941	  8.68984
208705_s_at	  10.794734	10.501481	10.565956	10.659577	 9.769128
208706_s_at	   9.274387	 8.728498	 8.678656	 9.002993	 7.757935
208707_at  	   6.510909	 7.142404	 6.649498	 6.749185	  6.93345
208708_x_at	   9.348537	 8.945469	 9.570588	 9.286754	 8.409988
208711_s_at	   7.403295	 6.377462	 6.605788	 6.618441	 6.012241
208712_at  	   7.460048	  6.95639	 6.468774	 7.167056	 6.711667
208713_at  	   7.891948	 7.802858	 7.189686	 7.684458	 7.059539
208725_at  	   7.112297	 7.582115	 7.224818	 7.467834	 6.897841
208726_s_at	  10.100708	10.166029	10.084702	10.205448	 9.741303
208743_s_at	   8.852037	 7.674407	 7.638164	 7.628985	 6.557832
208745_at  	   7.777387	 7.257564	 7.274146	 6.514125	 5.846634
208746_x_at	  11.030676	10.886604	10.935355	 10.89228	10.731808
208756_at  	  10.317266	10.302681	10.396182	10.296219	 9.600715
208758_at  	   9.348958	 8.937616	 9.207884	 9.134518	  8.80016
208765_s_at	   9.180084	 9.132763	 9.373731	 9.356622	 8.799075
208766_s_at	  10.513713	 9.870589	 9.897133	10.044595	 8.511807
208768_x_at	  11.966837	11.933611	12.214316	12.081071	11.907644
208777_s_at	   9.723879	  9.32735	 9.516296	 9.606687	 8.831754
208789_at  	   8.488095	 7.927674	 7.969387	 8.157894	 7.547794
208790_s_at	    6.09256	 5.614302	 5.920407	 5.762503	 6.309923
208795_s_at	   9.536666	 9.102987	 9.288439	  9.14053	 8.948186
208799_at  	  10.642081	10.515313	10.686368	10.772247	10.153988
208804_s_at	   9.259162	 8.725425	 9.130365	 9.252344	 8.763625
208813_at  	   7.825605	 7.429299	 7.368549	 7.515978	 6.822389
208821_at  	  10.394731	 9.775144	 9.882349	10.124919	  9.68135
208827_at  	  10.040118	 9.884525	 9.990363	 9.944297	 9.613998
208856_x_at	  13.491422	13.212644	13.181554	13.179993	13.107599
208863_s_at	   9.409365	  9.48625	 9.730593	 9.598869	 9.004462
208864_s_at	   11.29272	10.937585	10.979373	10.986559	10.597542
208870_x_at	  11.161706	11.078666	10.958279	10.991354	10.824544
208879_x_at	    7.43096	 6.499695	 6.859011	 6.698537	 7.199971
208880_s_at	   8.195983	  7.65311	  7.85551	 8.115185	 7.928186
208887_at  	   9.668918	 9.778308	10.001338	 9.940119	 9.553855
208911_s_at	   7.354576	 6.838503	 7.199388	 6.581537	 6.615104
208922_s_at	   8.732507	 8.277939	 8.390503	 8.860596	 8.531554
208929_x_at	  12.136075	12.115362	12.207654	12.195576	12.119886
208967_s_at	   9.994638	 9.621829	 9.959878	 9.778956	 9.650046
208972_s_at	   9.062417	 9.050123	 9.176697	 9.201928	 8.706451
208985_s_at	   8.397658	 7.123286	 7.341017	 7.577766	 6.464881
208996_s_at	   9.221101	  8.81792	 8.946719	 8.968483	 8.438492
209036_s_at	   9.604384	    9.258	 9.409991	 9.379262	 8.931237
209040_s_at	   7.021834	 6.774221	 6.990535	 7.074656	 7.157937
209044_x_at	   8.496626	 7.587935	 7.924103	 8.442301	 7.228473
209085_x_at	   7.374687	 6.972569	 6.921936	 6.867061	 6.418695
209095_at  	  10.094016	 9.026415	 9.212899	 9.240207	 8.649989
209123_at  	   9.603811	 8.569859	 8.924158	 8.995671	 8.379455
209147_s_at	   6.344947	  6.15425	 6.003548	 6.114625	 6.129653
209155_s_at	   7.223426	 6.258895	 5.626623	 5.897686	 5.052545
209161_at  	   9.368742	 8.786854	 8.716708	 8.705851	 8.336171
209162_s_at	   9.372939	 8.567435	 8.948453	 8.827087	 8.290529
209178_at  	   7.526065	 8.007129	 8.164632	 7.779044	 8.243764
209184_s_at	   6.269438	 6.229143	 6.406572	 6.239836	 6.799263
209185_s_at	   6.365362	 5.797411	 6.003795	 5.735914	 5.517382
209219_at  	    8.35494	 8.406772	 8.564617	 8.584821	 8.724309
209265_s_at	   7.978162	 7.397687	 7.558413	 7.498606	 6.735829
209269_s_at	   5.169552	  5.80741	  5.24733	 5.600528	 5.030162
209276_s_at	  10.473655	10.339207	10.503865	10.432282	10.214992
209294_x_at	    8.40281	 8.466298	 8.810589	  8.61422	  8.31002
209295_at  	    8.29116	 8.170766	 8.572357	 8.317677	 7.392012
209302_at  	   9.948438	  9.48636	 9.890668	 9.990444	 9.569192
209317_at  	   8.238942	 7.372391	 7.520697	 7.947984	 6.893646
209330_s_at	   9.107652	 7.985692	 8.373831	  8.12001	 7.281444
209334_s_at	   5.987997	 5.968494	 5.774803	 5.866875	 5.673576
209349_at  	   4.909649	 5.273505	 4.906413	 4.549298	 5.069008
209355_s_at	   4.593979	 4.776449	 4.658769	 4.470941	  4.53923
209358_at  	   6.665313	 5.614459	 6.301372	 6.222007	 5.174726
209364_at  	   7.533012	 7.539213	 7.553217	 7.381323	 7.421108
209375_at  	   7.810209	 7.998454	 8.173636	 7.992593	 8.500208
209381_x_at	   6.758595	  6.40288	 6.515141	 6.584084	 6.703866
209429_x_at	   8.609091	 7.652341	 8.083008	 8.132242	 8.166412
209433_s_at	   8.216408	  6.94696	   7.3209	 7.111298	 6.379896
209434_s_at	   7.940503	 6.520118	 6.926511	    7.165	 6.852271
209438_at  	   5.845306	 6.123539	 6.068622	 5.917597	 7.473969
209439_s_at	   6.541059	 6.530802	 6.788681	 6.688447	 6.112595
209449_at  	   8.257252	 8.137947	 8.246426	 8.362954	 8.328286
209463_s_at	   7.593807	 6.540534	 6.754255	 7.140536	 6.497817
209491_s_at	   5.841318	 6.511502	 6.209597	 6.601279	 7.274412
209492_x_at	  10.149228	 9.844217	 10.10171	 9.937341	 9.301521
209507_at  	   8.078364	 7.953634	 8.269938	 7.660127	 7.363039
209519_at  	   4.726965	 4.129708	 4.748249	 4.556653	 4.378266
209520_s_at	   8.154591	 7.002694	 7.074287	 7.210908	 6.648337
209529_at  	   7.561469	 7.159427	 7.060177	 7.283961	 6.634269
209531_at  	   6.703946	  6.86502	 6.532641	 6.664418	 7.152727
209540_at  	   4.163466	 4.146825	 4.172555	 4.127929	 4.622501
209541_at  	   4.360721	 4.704376	 4.376086	 4.446836	 4.389136
209542_x_at	   5.991458	 6.049216	 6.079565	 6.027242	 6.325891
209549_s_at	    9.00409	 8.616204	 8.556176	 8.489211	 8.098884
209555_s_at	   3.619623	 3.445532	 3.587162	 3.588419	 3.334743
209561_at  	   5.931315	  6.18389	 6.052476	 6.075952	 6.458409
209579_s_at	   7.591256	 6.825902	 6.941102	 6.596201	 6.104799
209580_s_at	    7.01841	 5.506367	 5.569716	 6.291855	 5.675383
209595_at  	   5.397105	 5.261956	 4.790947	   5.1584	 5.357596
209623_at  	   8.931151	 8.399201	 8.341348	 8.458262	 8.276463
209624_s_at	   7.622803	 7.022742	 6.649741	 7.102058	 7.039585
209675_s_at	   7.436343	 7.463707	 7.282449	  7.94964	 7.379817
209685_s_at	   5.106767	 5.345805	 5.226008	 5.146963	 5.740857
209696_at  	   6.385062	 6.950056	 6.499617	 6.304097	 7.141628
209731_at  	   5.981263	 6.067306	 6.227268	 6.589095	  6.25164
209747_at  	   6.857628	 6.782446	 6.644668	 6.550998	 7.767401
209759_s_at	   7.681414	 7.369056	  7.40669	 7.550189	 7.255335
209773_s_at	  10.967968	10.480279	10.621011	10.773993	10.130692
209825_s_at	   9.374313	 8.808607	 9.288894	 9.118242	 8.674422
209941_at  	   6.947296	   6.2596	 6.193578	 6.625583	  6.75619
209946_at  	   4.655604	 4.876323	 4.776166	 4.402174	 4.635826
209961_s_at	   7.175712	 7.149977	  6.82238	 7.137033	 6.961329
209977_at  	   5.492484	   5.7644	 5.767257	  5.88637	 6.128392
209978_s_at	    5.45348	 5.579412	 5.962725	 5.446036	 6.110775
209979_at  	    6.40283	 8.601689	 8.229956	 8.305564	 7.608929
209980_s_at	   7.361441	  6.99336	 7.066006	 6.952676	 6.896315
209992_at  	    5.09965	 4.882212	 4.743763	 4.975068	 5.908542
210005_at  	   6.344953	 4.406274	 5.172989	 4.371428	 3.542153
210014_x_at	   8.702057	 8.697218	 8.604378	 8.640954	  7.97978
210021_s_at	    7.06838	 6.660632	 6.800874	 6.759586	 6.696107
210027_s_at	   10.20495	 9.743851	10.100556	 9.919319	 9.528273
210028_s_at	    6.70193	 6.022511	 6.073867	 6.294331	 5.675801
210035_s_at	   3.302917	 3.590954	  3.21092	 3.329634	 3.804907
210049_at  	   4.923361	  5.29707	 5.868614	 5.231572	 5.861619
210050_at  	   5.460801	 4.497298	 4.807226	 4.770778	 4.965919
210053_at  	   7.319029	 6.477447	 6.528353	 6.481688	 6.432456
210131_x_at	   9.210622	 8.895017	   8.9084	 8.856163	 8.353022
210137_s_at	   9.476488	 8.548538	 9.032253	 9.125725	 7.997818
210149_s_at	  10.436467	 9.962728	10.066705	10.006297	 9.651551
210158_at  	   6.416092	 6.321106	 6.270129	 6.104147	 6.416581
210164_at  	   4.424197	 4.463181	 4.391632	 4.422104	 4.822835
210250_x_at	   9.049349	 8.430243	 8.683638	 8.765285	 8.107734
210301_at  	   6.634664	 6.901819	 7.019495	 6.309383	 7.713926
210337_s_at	   8.908935	 8.679909	 8.719424	 8.667449	 7.910986
210401_at  	   6.667129	 6.844708	 6.586614	 6.663518	 6.939077
210405_x_at	   8.236467	  8.24071	 8.494726	 8.263164	 7.846539
210416_s_at	   7.317426	 6.814669	 6.737416	 6.646127	 6.857748
210418_s_at	   8.664168	 8.316155	  8.45544	 8.425689	 8.244355
210451_at  	   5.341552	 5.172558	 5.579121	 5.086045	 5.613642
210453_x_at	  10.950499	10.763027	10.795942	 10.88665	10.536162
210460_s_at	   9.459872	 9.218503	 9.384495	  9.43944	 8.837124
210465_s_at	   6.489721	  4.95214	   5.8528	 5.503301	 5.615598
210477_x_at	   6.915816	 6.926251	 7.170198	 6.764844	 7.200115
210495_x_at	   6.134763	 6.591862	 6.423158	 6.240856	 5.311251
210501_x_at	  10.258742	10.211678	10.351846	10.353109	 9.879683
210505_at  	   4.616113	 4.887767	 4.736122	 4.950524	 5.146845
210512_s_at	   7.255919	  5.45716	 5.774787	 5.612227	 3.996188
210513_s_at	   6.790132	 6.873264	 6.960807	 6.860293	 6.416581
210543_s_at	   8.630409	  8.42098	  8.68064	 8.665538	 7.758363
210559_s_at	   9.363218	 8.625771	 9.414582	 9.246794	 8.611739
210620_s_at	   7.029693	  6.66499	 6.725725	 7.148111	 6.984097
210630_s_at	   5.200951	 4.450443	 5.357744	 4.989987	 4.788143
210646_x_at	   13.26098	12.977228	13.043476	13.110612	13.046413
210653_s_at	   5.657662	 4.837149	 5.545559	 5.324213	 5.071657
210663_s_at	   6.088517	 6.418146	 6.979012	 6.598522	 7.200426
210671_x_at	   6.308824	 6.143314	 6.040716	 5.753849	 5.871641
210678_s_at	    7.52231	 7.949456	 7.726666	 7.835998	 7.845687
210708_x_at	   6.200788	 6.191228	   5.8753	 6.000472	 6.793163
210759_s_at	   10.58616	10.619302	10.595816	10.544255	 9.749235
210775_x_at	   7.150512	 6.784858	  6.99435	 6.937644	 6.794914
210858_x_at	   6.153002	 6.453818	 6.331006	 6.261942	 6.961387
210865_at  	   5.437789	 6.621063	 6.047235	 5.799085	 7.161202
210946_at  	   5.414845	 4.733848	 4.863274	 4.886129	 4.190948
210949_s_at	  10.070591	   9.7114	 9.828534	10.138348	 9.381553
210955_at  	   6.263238	 6.496491	 5.820321	  6.28294	  6.61097
210963_s_at	   5.520804	 5.443812	 5.303948	 5.545969	 5.791154
210964_s_at	   5.020367	 5.236143	 4.997664	 5.169324	 4.825088
210976_s_at	   9.613039	   9.4799	 9.374153	  9.57079	 9.214171
210983_s_at	   9.937443	 9.725106	 9.701735	 9.873017	 9.366922
210997_at  	   4.794056	 4.377339	 4.803335	 4.939253	 3.827828
210998_s_at	     5.4186	 5.610335	 5.823909	 6.003691	 6.845868
211023_at  	   8.517092	 6.746978	 6.784943	 6.924254	 6.133694
211028_s_at	   7.476199	 7.528243	 7.447196	 7.455708	 7.613673
211065_x_at	   7.679539	 8.525623	 8.304121	 8.385044	 8.368309
211073_x_at	  12.557232	12.469286	   12.558	12.517233	 12.50725
211121_s_at	   7.294306	 7.058304	 7.000485	 7.026361	  7.68167
211138_s_at	   5.147817	 5.003034	 5.091809	 5.050591	 5.134513
211150_s_at	   7.599089	 6.873851	 6.875889	 6.694425	  6.27861
211167_s_at	   5.585332	 6.153509	  6.75012	 5.993667	   7.0171
211185_s_at	   8.961719	 7.864222	 8.422404	 8.169775	 6.647288
211212_s_at	   7.796423	 6.204621	 6.733342	 6.515383	  5.79997
211270_x_at	  10.437758	10.336688	10.233294	10.407595	10.070366
211271_x_at	  10.050824	10.352936	10.301093	10.587585	10.124716
211275_s_at	   9.147977	 7.735213	 7.896859	 8.033348	 7.057869
211277_x_at	   6.321787	 6.384238	 6.315905	 6.303667	  6.22844
211297_s_at	   8.125625	 7.293516	 7.771509	 7.747693	 6.732869
211298_s_at	   3.303451	  3.45233	 3.691399	  3.33785	 4.395716
211300_s_at	   6.138562	 5.488734	 4.919159	  5.36712	  5.98153
211323_s_at	   5.484642	 5.535735	 5.134733	  5.29292	 5.938224
211333_s_at	    4.61866	  5.19996	 5.002885	 4.646943	  5.57014
211357_s_at	    4.48743	 5.648383	 5.040384	 4.978818	 5.079056
211426_x_at	   6.934631	 6.286301	 6.772058	 6.733487	 6.648666
211429_s_at	   5.921348	 5.771245	 5.808675	 6.029079	 6.144338
211487_x_at	  12.825236	12.877931	 12.88052	12.828907	  12.8335
211501_s_at	   8.679863	 8.426912	 8.663047	 8.835364	 8.162642
211525_s_at	   3.815077	 3.906151	 3.997319	 3.832389	 3.854276
211527_x_at	   6.922923	 6.718623	 6.794666	 6.608943	 7.240261
211540_s_at	   6.259771	 5.570853	 5.730026	  5.66017	 6.428681
211542_x_at	   12.84896	12.858953	12.905145	12.888101	12.784037
211552_s_at	   6.549338	 6.893129	 6.684487	 7.376413	 6.731262
211553_x_at	   5.235257	 5.101976	 5.078106	 4.902846	 4.925408
211554_s_at	   7.078943	  6.95639	 6.993839	 6.938512	  5.94287
211569_s_at	   7.362483	 6.339188	 6.288521	 6.335104	 5.680823
211577_s_at	   6.556086	 6.751458	 6.717987	 6.878163	 8.003004
211609_x_at	   9.786638	 9.700502	 9.817319	 9.675371	 9.265654
211666_x_at	   12.36487	12.231855	12.352553	12.354754	12.235575
211692_s_at	   6.481966	 8.696438	  8.57141	 8.212465	 8.271711
211710_x_at	  12.582953	12.645515	12.684904	12.700692	 12.55132
211715_s_at	   7.209696	 6.888483	 6.763008	 6.852751	 6.812942
211719_x_at	   4.875421	 5.028531	 5.041701	 5.048034	 4.566361
211720_x_at	  13.339498	13.033119	13.109506	13.207351	13.043187
211725_s_at	   8.481123	 8.253678	  8.41086	 8.524197	 8.047493
211746_x_at	  10.629668	10.251234	10.420996	10.194235	10.037564
211755_s_at	  10.706606	 9.983634	10.254928	  10.3036	 9.666507
211784_s_at	  10.307773	 9.549139	 9.971237	 9.857541	 9.200009
211804_s_at	     8.4964	  7.61933	 7.540665	 7.990293	 7.937209
211814_s_at	   8.080041	 6.418495	 6.430757	  6.45542	 5.308202
211832_s_at	   5.475743	 5.134667	 5.671156	 5.465363	 5.035017
211833_s_at	    7.69681	 6.589259	 6.801535	 6.968317	  5.79336
211849_s_at	   5.393612	 4.869766	 4.713739	 5.091801	 4.734595
211851_x_at	   6.796463	 6.925693	 6.953595	 6.929855	 7.534204
211888_x_at	   6.328792	 6.579473	 6.484649	 6.228249	 6.146816
211904_x_at	   5.292189	 5.458427	 5.644007	 5.905487	 6.506999
211922_s_at	   6.794357	 6.141392	 6.545569	  6.17279	 6.314693
211925_s_at	   3.220919	 3.282403	 3.100283	 3.140374	 4.568987
211929_at  	   8.446033	 6.700021	 6.609526	 7.171504	 5.861528
211930_at  	   7.019513	 7.057503	 7.110478	 7.001495	 6.533723
211937_at  	   9.919698	  9.82196	 9.931433	10.074172	 9.604919
211938_at  	   9.617639	 9.371786	 9.172511	 9.467607	 9.170177
211942_x_at	  12.287868	12.112154	12.342341	12.296528	12.152712
211945_s_at	  11.262488	11.286827	11.215258	11.197591	11.122375
211972_x_at	  12.817015	12.738505	12.807788	12.804851	12.740921
212015_x_at	  10.094613	10.332173	10.228181	10.555657	10.107606
